ICAO,Latitude,Longitude,Name
SKCN,"6° 19' 0.62"" N","70° 12' 38.52"" W",Cravo Norte Airport CO
SKCO,"1° 48' 51.91"" N","78° 44' 57.12"" W",La Florida Airport CO
SKCP,"6° 41' 31.00"" N","77° 28' 38.00"" W",Cupica Airport CO
SKCR,"1° 0' 48.96"" N","71° 17' 45.96"" W",Carurú Airport CO
SKCU,"7° 58' 6.49"" N","75° 11' 54.60"" W",Caucasia Airport CO
SKCV,"9° 24' 3.31"" N","75° 41' 28.68"" W",Coveñas Airport CO
SKCZ,"9° 19' 57.86"" N","75° 17' 8.16"" W",Las Brujas Airport CO
SKEB,"7° 35' 47.29"" N","74° 48' 32.04"" W",El Bagre Airport CO
SKEJ,"7° 1' 27.59"" N","73° 48' 24.48"" W",Yarigüies Airport CO
SKFL,"1° 35' 21.08"" N","75° 33' 51.84"" W",Gustavo Artunduaga Paredes Airport CO
SKFU,"10° 31' 59.88"" N","74° 12' 0.00"" W",Fundación Airport CO
SKGI,"4° 16' 34.46"" N","74° 47' 48.12"" W",Santiago Vila Airport CO
SKGO,"4° 45' 29.45"" N","75° 57' 20.52"" W",Santa Ana Airport CO
SKGP,"2° 34' 12.47"" N","77° 53' 54.96"" W",Guapi Airport CO
SKGZ,"2° 8' 47.04"" N","75° 41' 39.84"" W",Garzón La Jagua Airport CO
SKHA,"3° 43' 1.20"" N","75° 28' 1.20"" W",Chaparral Airport CO
SKHC,"6° 9' 0.00"" N","71° 45' 0.00"" W",Hato Corozal Airport CO
SKIB,"4° 25' 17.80"" N","75° 7' 59.88"" W",Perales Airport CO
SKIG,"7° 40' 49.37"" N","76° 41' 11.40"" W",Chigorodó Airport CO
SKIO,"9° 16' 7.61"" N","74° 39' 8.28"" W",Cicuco Airport CO
SKIP,"0° 51' 42.93"" N","77° 40' 18.48"" W",San Luis Airport CO
SKLC,"7° 48' 43.06"" N","76° 42' 59.04"" W",Antonio Roldan Betancourt Airport CO
SKLG,"0° 10' 56.20"" S","74° 46' 14.88"" W",Caucaya Airport CO
SKLM,"11° 13' 57.00"" N","72° 29' 24.36"" W",Jorge Isaac Airport CO
SKLP,"1° 19' 34.32"" S","69° 34' 49.96"" W","La Pedrera Airport La Pedrera, Colombia CO"
SKLT,"4° 11' 36.78"" S","69° 56' 35.52"" W",Leticia General Alfredo Vasquez Cobo International Airport CO
SKMD,"6° 13' 13.98"" N","75° 35' 26.10"" W",Olaya Herrera Airport CO
SKMF,"1° 21' 0.00"" N","71° 56' 39.84"" W",Miraflores Airport CO
SKMG,"9° 17' 5.06"" N","74° 50' 45.96"" W",Baracoa Airport CO
SKMJ,"11° 23' 23.64"" N","72° 14' 21.11"" W",Maicao Airport CO
SKML,"7° 58' 18.26"" N","75° 25' 57.00"" W",Montelibano Airport CO
SKMR,"8° 49' 25.46"" N","75° 49' 32.88"" W",Los Garzones Airport CO
SKMU,"1° 15' 13.18"" N","70° 14' 2.04"" W",Fabio Alberto Leon Bentley Airport CO
SKMZ,"5° 1' 46.56"" N","75° 27' 52.92"" W",La Nubia Airport CO
SKNC,"8° 27' 0.00"" N","76° 46' 59.88"" W",Necocli Airport CO
SKNQ,"5° 41' 47.04"" N","77° 16' 50.16"" W",Reyes Murillo Airport CO
SKNV,"2° 57' 0.54"" N","75° 17' 38.40"" W",Benito Salas Airport CO
SKOC,"8° 18' 54.22"" N","73° 21' 29.88"" W",Aguas Claras Airport CO
SKOE,"4° 47' 31.99"" N","71° 21' 23.04"" W",Orocue Airport CO
SKPC,"6° 11' 4.99"" N","67° 29' 35.52"" W",German Olano Airport CO
SKPD,"3° 51' 12.71"" N","67° 54' 22.32"" W",Obando Airport CO
SKPE,"4° 48' 45.61"" N","75° 44' 22.20"" W",Matecaña International Airport CO
SKPI,"1° 51' 27.97"" N","76° 5' 8.52"" W",Pitalito Airport CO
SKPL,"9° 48' 0.00"" N","74° 46' 59.88"" W",Plato Airport CO
SKPN,"6° 12' 36.07"" N","74° 35' 26.16"" W",Puerto Nare Airport CO
SKPP,"2° 27' 15.84"" N","76° 36' 33.48"" W",Guillermo León Valencia Airport CO
SKPQ,"5° 29' 1.00"" N","74° 39' 26.64"" W",German Olano Air Base CO
SKPR,"6° 27' 37.22"" N","74° 24' 37.80"" W",Puerto Berrio Airport CO
SKPS,"1° 23' 46.50"" N","77° 17' 29.40"" W",Antonio Nariño Airport CO
SKPV,"13° 21' 24.84"" N","81° 21' 29.88"" W","El Embrujo Airport Providencia Island, Colombia CO"
SKPZ,"5° 52' 34.14"" N","71° 53' 11.76"" W",Paz De Ariporo Airport CO
SKQU,"5° 12' 45.22"" N","74° 53' 0.96"" W",Jose Celestino Mutis Airport CO
SKRG,"6° 9' 52.34"" N","75° 25' 23.16"" W",José María Córdova International Airport CO
SKRH,"11° 31' 34.32"" N","72° 55' 33.60"" W",Almirante Padilla Airport CO
SKSA,"6° 57' 16.99"" N","71° 51' 37.08"" W",Los Colonizadores Airport CO
SKSJ,"2° 34' 46.88"" N","72° 38' 21.84"" W",Jorge Enrique González Airport CO
SKSM,"11° 7' 10.56"" N","74° 13' 50.16"" W",Simón Bolívar Airport CO
SKSO,"5° 40' 38.35"" N","72° 58' 13.08"" W",Alberto Lleras Camargo Airport CO
SKSP,"12° 35' 0.96"" N","81° 42' 40.32"" W",Gustavo Rojas Pinilla International Airport CO
SKSV,"2° 9' 7.81"" N","74° 45' 58.68"" W",Eduardo Falla Solano Airport CO
SKTB,"8° 37' 53.47"" N","72° 43' 49.44"" W",Tibú Airport CO
SKTD,"5° 25' 58.01"" N","71° 39' 45.00"" W",Trinidad Airport CO
SKTL,"9° 30' 34.02"" N","75° 35' 7.44"" W",Tolú Airport CO
SKTM,"6° 27' 3.89"" N","71° 45' 37.08"" W",Gabriel Vargas Santos Airport CO
SKTQ,"0° 44' 45.24"" N","75° 14' 2.40"" W",Tres Esquinas Air Base CO
SKTU,"8° 4' 28.31"" N","76° 44' 29.40"" W",Gonzalo Mejía Airport CO
SKUA,"5° 31' 28.13"" N","68° 41' 8.16"" W",Marandúa Air Base CO
SKUC,"7° 4' 7.97"" N","70° 44' 12.84"" W",Santiago Pérez Airport CO
SKUI,"5° 41' 26.74"" N","76° 38' 28.32"" W",El Caraño Airport CO
SKUL,"4° 5' 18.10"" N","76° 14' 6.36"" W",Farfan Airport CO
SKUR,"6° 19' 43.79"" N","76° 8' 33.00"" W",Urrao Airport CO
SKVG,"0° 58' 43.56"" N","76° 36' 20.16"" W",Villa Garzón Airport CO
SKVP,"10° 26' 6.00"" N","73° 14' 58.20"" W",Alfonso López Pumarejo Airport CO
SKVV,"4° 10' 4.33"" N","73° 36' 49.68"" W",Vanguardia Airport CO
SKYA,"1° 32' 39.01"" N","73° 55' 59.88"" W",Yaguara Airport CO
SKYP,"5° 19' 8.80"" N","72° 23' 2.40"" W",El Alcaraván Airport CO
SLAG,"19° 49' 37.20"" S","63° 57' 39.59"" W",Monteagudo Airport BO
SLAP,"14° 44' 8.16"" S","68° 24' 42.85"" W",Apolo Airport BO
SLAS,"15° 55' 49.08"" S","63° 9' 24.12"" W",Ascención de Guarayos Airport BO
SLBA,"13° 34' 60.00"" S","63° 34' 60.00"" W",Baures Airport BO
SLBJ,"22° 46' 23.88"" S","64° 18' 46.43"" W",Bermejo Airport BO
SLCA,"20° 0' 23.04"" S","63° 31' 40.09"" W",Camiri Airport BO
SLCB,"17° 25' 15.96"" S","66° 10' 37.56"" W",Jorge Wilstermann International Airport BO
SLCO,"11° 2' 25.44"" S","68° 46' 58.79"" W",Capitan Anibal Arab Airport BO
SLCP,"38° 4' 55.00"" S","70° 38' 38.00"" W",Concepción Airport BO
SLET,"17° 48' 41.76"" S","63° 10' 17.40"" W",El Trompillo Airport BO
SLGY,"10° 49' 14.16"" S","65° 20' 44.15"" W",Guayaramerín Airport BO
SLHJ,"13° 33' 0.00"" S","63° 44' 52.43"" W",Huacaraje Airport BO
SLJE,"17° 49' 50.88"" S","60° 44' 35.16"" W",San José De Chiquitos Airport BO
SLJO,"13° 3' 10.08"" S","64° 39' 42.11"" W",San Joaquín Airport BO
SLJV,"16° 16' 14.88"" S","62° 28' 13.08"" W",San Javier Airport BO
SLLP,"16° 30' 47.88"" S","68° 11' 32.28"" W",El Alto International Airport BO
SLMG,"13° 15' 38.69"" S","64° 3' 38.75"" W",Magdalena Airport BO
SLOR,"17° 57' 45.36"" S","67° 4' 34.33"" W",Juan Mendoza Airport BO
SLPO,"19° 32' 35.16"" S","65° 43' 25.33"" W",Capitan Nicolas Rojas Airport BO
SLPR,"11° 6' 27.59"" S","67° 33' 4.16"" W",Puerto Rico Airport BO
SLPS,"18° 58' 31.08"" S","57° 49' 14.15"" W",Puerto Suárez International Airport BO
SLRA,"13° 15' 50.04"" S","64° 36' 14.03"" W",San Ramón Airport BO
SLRB,"18° 19' 45.12"" S","59° 45' 54.00"" W",Roboré Airport BO
SLRI,"11° 0' 0.00"" S","66° 0' 0.00"" W",Riberalta Airport BO
SLRQ,"14° 25' 40.44"" S","67° 29' 48.49"" W",Rurrenabaque Airport BO
SLRY,"14° 18' 15.84"" S","67° 21' 12.24"" W",Reyes Airport BO
SLSA,"13° 45' 43.92"" S","65° 26' 6.73"" W",Santa Ana del Yacuma Airport BO
SLSB,"14° 51' 33.12"" S","66° 44' 15.01"" W",Capitán Germán Quiroga Guardia Airport BO
SLSI,"16° 23' 0.96"" S","60° 57' 46.08"" W",Capitán Av. Juan Cochamanidis S. Airport BO
SLSM,"14° 0' 0.00"" S","65° 38' 2.05"" W",San Ignacio de Moxos Airport BO
SLSR,"14° 3' 58.32"" S","66° 47' 12.47"" W",Santa Rosa De Yacuma Airport BO
SLSU,"19° 0' 25.56"" S","65° 17' 19.31"" W",Juana Azurduy de Padilla International Airport BO
SLTI,"16° 20' 21.12"" S","58° 24' 6.84"" W",San Matías Airport BO
SLTJ,"21° 33' 20.52"" S","64° 42' 4.69"" W",Capitán Oriel Lea Plaza Airport BO
SLTR,"14° 49' 7.32"" S","64° 55' 4.80"" W",Teniente Jorge Henrich Arauz Airport BO
SLUY,"20° 26' 46.68"" S","66° 50' 54.23"" W",Uyuni Airport BO
SLVG,"18° 28' 57.00"" S","64° 5' 57.85"" W",Capitán Av. Vidal Villagomez Toledo Airport BO
SLVM,"21° 15' 18.72"" S","63° 24' 20.17"" W",Teniente Coronel Rafael Pabón Airport BO
SLVR,"17° 38' 41.28"" S","63° 8' 7.44"" W",Viru Viru International Airport BO
SLYA,"21° 57' 39.24"" S","63° 39' 6.12"" W",Yacuiba Airport BO
SMBN,"5° 30' 45.79"" N","54° 3' 0.35"" W",Albina Airport SR
SMCO,"5° 51' 56.99"" N","56° 19' 39.00"" W",Totness Airport SR
SMDA,"4° 7' 0.00"" N","54° 40' 0.02"" W",Drietabbetje Airport SR
SMJP,"5° 27' 10.19"" N","55° 11' 16.08"" W",Johan Adolf Pengel International Airport SR
SMNI,"5° 57' 20.02"" N","57° 2' 21.83"" W",Nieuw-Nickerie Airport (Maj. Fernandes Airport) SR
SMPA,"3° 20' 43.01"" N","55° 26' 33.00"" W",Vincent Fayks Airport SR
SMST,"4° 20' 60.00"" N","54° 25' 0.00"" W",Stoelmans Eiland Airport SR
SMWA,"5° 46' 0.00"" N","56° 37' 59.99"" W",Wageningen Airport SR
SMZO,"5° 48' 39.89"" N","55° 11' 26.52"" W",Zorg en Hoop Airport SR
SNAI,"9° 5' 1.00"" S","45° 57' 2.01"" W",Parnaíba-Prefeito Dr. João Silva Filho International Airport BR
SNAL,"9° 46' 31.29"" S","36° 37' 45.12"" W",Arapiraca Airport BR
SNAR,"16° 9' 57.47"" S","40° 41' 3.97"" W",Almenara Airport BR
SNBC,"5° 30' 9.00"" S","45° 12' 57.00"" W",Barra do Corda Airport BR
SNBL,"15° 52' 18.10"" S","38° 52' 18.90"" W",Belmonte Airport BR
SNBR,"12° 4' 44.01"" S","45° 0' 32.38"" W",Barreiras Airport BR
SNBS,"7° 31' 33.72"" S","46° 3' 11.79"" W",Balsas Airport BR
SNBU,"14° 15' 19.38"" S","41° 49' 2.85"" W",Socrates Mariani Bittencourt Airport BR
SNBX,"11° 4' 53.48"" S","43° 8' 46.00"" W",Barra Airport BR
SNCP,"1° 15' 1.00"" S","46° 1' 2.00"" W",Carutapera Airport BR
SNCU,"1° 49' 16.00"" S","44° 52' 1.00"" W",Cururupu Airport BR
SNCX,"19° 29' 13.20"" S","40° 34' 45.84"" W",Colatina Airport BR
SNDC,"8° 1' 59.84"" S","49° 58' 47.64"" W",Redenção Airport BR
SNDN,"21° 27' 57.96"" S","42° 43' 37.20"" W",Leopoldina Airport BR
SNDV,"20° 10' 50.52"" S","44° 52' 15.24"" W",Divinópolis Airport BR
SNED,"15° 40' 1.20"" S","38° 57' 16.92"" W",Canavieiras Airport BR
SNFX,"6° 38' 25.00"" S","51° 59' 24.01"" W",São Félix do Xingu Airport BR
SNGA,"20° 38' 47.40"" S","40° 29' 30.85"" W",Guarapari Airport BR
SNGD,"6° 46' 55.99"" S","43° 34' 55.92"" W",Guadalupe Airport BR
SNGI,"14° 12' 29.52"" S","42° 44' 45.96"" W",Guanambi Airport BR
SNGM,"18° 51' 45.00"" S","48° 24' 55.01"" W",Fazenda Canadá Airport BR
SNGN,"8° 50' 4.80"" S","36° 28' 36.64"" W","Garanhuns, Pernambuco, Brazil BR"
SNIC,"11° 20' 23.64"" S","41° 50' 49.20"" W",Irecê Airport BR
SNIG,"6° 20' 47.90"" S","39° 17' 37.68"" W",Iguatu Airport BR
SNIP,"15° 14' 40.20"" S","40° 16' 37.92"" W",Itapetinga Airport BR
SNIU,"14° 8' 2.00"" S","39° 44' 2.01"" W",Ipiaú Airport BR
SNJB,"11° 9' 47.52"" S","40° 33' 11.16"" W",Jacobina Airport BR
SNJD,"12° 12' 1.08"" S","38° 54' 24.48"" W",João Durval Carneiro Airport BR
SNJK,"13° 52' 39.72"" S","40° 4' 17.77"" W",Jequié Airport BR
SNJN,"15° 28' 25.68"" S","44° 23' 7.81"" W",Januária Airport BR
SNJR,"21° 5' 6.00"" S","44° 13' 29.01"" W",Prefeito Octávio de Almeida Neves Airport BR
SNKE,"9° 19' 11.89"" S","50° 19' 42.60"" W",Santana do Araguaia Airport BR
SNKF,"20° 44' 18.96"" S","43° 47' 50.65"" W",Conselheiro Lafaiete Airport BR
SNKI,"20° 50' 3.48"" S","41° 11' 8.16"" W",Cachoeiro do Itapemirim Airport BR
SNKN,"6° 16' 51.00"" S","36° 32' 25.01"" W",Currais Novos Airport BR
SNLB,"13° 39' 2.16"" S","41° 50' 2.04"" W",Livramento do Brumado Airport BR
SNLO,"22° 5' 27.24"" S","45° 2' 40.19"" W",São Lourenço Airport BR
SNMA,"1° 59' 44.88"" S","54° 4' 27.12"" W",Monte Alegre Airport BR
SNMU,"18° 2' 56.04"" S","39° 51' 51.12"" W",Mucuri Airport BR
SNMX,"18° 43' 16.68"" S","39° 50' 1.31"" W",São Mateus Airport BR
SNMZ,"1° 44' 29.22"" S","52° 14' 9.96"" W",Porto de Moz Airport BR
SNNU,"17° 49' 23.88"" S","40° 19' 47.64"" W",Nanuque Airport BR
SNOB,"3° 40' 44.00"" S","40° 20' 12.48"" W",Sobral Airport BR
SNOS,"20° 43' 55.92"" S","46° 39' 42.48"" W",Municipal José Figueiredo Airport BR
SNOX,"1° 42' 50.69"" S","55° 50' 10.32"" W",Oriximiná Airport BR
SNPC,"7° 3' 43.42"" S","41° 31' 25.32"" W",Picos Airport BR
SNPD,"18° 40' 22.08"" S","46° 29' 28.32"" W",Patos de Minas Airport BR
SNPX,"17° 19' 0.84"" S","44° 51' 37.07"" W",Pirapora Airport BR
SNQG,"6° 50' 47.00"" S","43° 4' 38.28"" W",Cangapara Airport BR
SNRA,"19° 43' 34.00"" S","46° 21' 10.01"" W",Fazenda Santo André Airport BR
SNRD,"17° 17' 48.12"" S","39° 16' 16.31"" W",Prado Airport BR
SNRU,"8° 16' 56.61"" S","36° 0' 48.61"" W",Oscar Laranjeias Airport BR
SNSW,"0° 41' 57.95"" S","48° 31' 15.60"" W",Soure Airport BR
SNTI,"1° 52' 1.81"" S","55° 30' 51.84"" W",Óbidos Airport BR
SNTO,"17° 53' 32.28"" S","41° 30' 48.96"" W",Juscelino Kubitscheck Airport BR
SNVB,"13° 17' 47.40"" S","38° 59' 32.64"" W",Valença Airport BR
SNVI,"21° 47' 26.16"" S","45° 16' 9.12"" W",Mélio Viana Airport BR
SNVS,"1° 38' 11.51"" S","50° 26' 37.01"" W",Breves Airport BR
SNWC,"2° 53' 46.25"" S","40° 51' 28.81"" W",Camocim Airport BR
SNXS,"9° 22' 31.00"" S","35° 32' 30.00"" W",Fazenda São Braz Airport BR
SNYE,"2° 29' 1.00"" S","45° 4' 2.00"" W",Pinheiro Airport BR
SNYH,"8° 41' 60.00"" S","51° 10' 27.00"" W",Agropecuária Castanhais Airport BR
SNZA,"22° 17' 21.12"" S","45° 55' 8.77"" W",Pouso Alegre Airport BR
SOCA,"4° 49' 11.32"" N","52° 21' 37.44"" W",Cayenne-Rochambeau Airport GF
SOOA,"3° 39' 27.00"" N","54° 2' 13.92"" W",Maripasoula Airport GF
SOOG,"3° 53' 51.36"" N","51° 48' 14.76"" W",Saint-Georges-de-l'Oyapock Airport GF
SOOM,"5° 28' 59.02"" N","54° 2' 3.84"" W",Saint-Laurent-du-Maroni Airport GF
SOOR,"4° 18' 52.99"" N","52° 7' 54.11"" W",Regina Airport GF
SOOS,"3° 36' 49.00"" N","53° 12' 15.12"" W",Saúl Airport GF
SPAO,"15° 21' 14.04"" S","75° 10' 1.56"" W",San Juan Aposento Airport PE
SPAR,"11° 40' 58.80"" S","69° 19' 58.80"" W",Alerta Airport PE
SPAY,"10° 43' 44.76"" S","73° 45' 59.41"" W",Teniente General Gerardo Pérez Pinedo Airport PE
SPBB,"6° 1' 8.00"" S","76° 59' 17.98"" W",Moyobamba Airport PE
SPBC,"3° 55' 0.70"" S","70° 30' 29.53"" W",Caballococha Airport PE
SPBL,"7° 3' 38.02"" S","76° 34' 55.92"" W",Huallaga Airport PE
SPBR,"11° 24' 41.76"" S","69° 29' 19.32"" W",Iberia Airport PE
SPCH,"8° 10' 58.80"" S","76° 31' 1.19"" W",Tocache Airport PE
SPCL,"8° 22' 40.58"" S","74° 34' 27.49"" W",Captain Rolden International Airport PE
SPCM,"7° 20' 12.01"" S","74° 59' 29.05"" W",Contamana Airport PE
SPEO,"9° 8' 58.59"" S","78° 31' 25.69"" W",Tnte. FAP Jaime Montreuil Morales Airport PE
SPGM,"9° 7' 58.80"" S","75° 56' 59.99"" W",Tingo Maria Airport PE
SPHI,"6° 47' 14.93"" S","79° 49' 41.17"" W",Capitán FAP José A. Quiñones Gonzales International Airport PE
SPHO,"13° 9' 17.28"" S","74° 12' 15.84"" W",Coronel FAP Alfredo Mendivil Duarte Airport PE
SPHY,"13° 42' 23.04"" S","73° 21' 1.45"" W",Andahuaylas Airport PE
SPHZ,"9° 20' 50.78"" S","77° 35' 54.23"" W",Comandante FAP German Arias Grazziani Airport PE
SPIL,"13° 13' 59.88"" S","70° 45' 11.89"" W",Quince Air Base PE
SPIM,"12° 1' 18.84"" S","77° 6' 51.49"" W",Jorge Chavez International Airport PE
SPIP,"11° 16' 58.80"" S","74° 37' 58.81"" W",Satipo Airport PE
SPIZ,"8° 28' 1.20"" S","76° 20' 59.99"" W",Uchiza Airport PE
SPJA,"6° 4' 4.30"" S","77° 9' 36.01"" W",Juan Simons Vela Airport PE
SPJI,"7° 10' 8.76"" S","76° 43' 42.96"" W",Juanjui Airport PE
SPJJ,"11° 46' 59.16"" S","75° 28' 24.23"" W",Francisco Carle Airport PE
SPJL,"15° 28' 1.56"" S","70° 9' 29.53"" W",Inca Manco Capac Airport PE
SPJN,"15° 21' 9.00"" S","75° 8' 13.92"" W",San Juan de Marcona Airport PE
SPJR,"7° 8' 21.05"" S","78° 29' 21.85"" W",Major General FAP Armando Revoredo Iglesias Airport PE
SPLN,"6° 23' 32.32"" S","77° 30' 4.31"" W",San Nicolas Airport PE
SPLO,"17° 41' 42.00"" S","71° 20' 38.41"" W",Ilo Airport PE
SPLP,"12° 9' 38.52"" S","76° 59' 56.04"" W",Las Palmas Airport PE
SPME,"3° 33' 9.11"" S","80° 22' 53.04"" W",Capitan FAP Pedro Canga Rodriguez Airport PE
SPMF,"11° 19' 31.44"" S","74° 32' 8.16"" W",Manuel Prado Ugarteche Airport PE
SPMR,"11° 59' 0.00"" S","77° 0' 0.00"" W",Santa Maria Airport PE
SPMS,"5° 53' 37.57"" S","76° 7' 5.53"" W",Moises Benzaquen Rengifo Airport PE
SPNC,"9° 52' 43.72"" S","76° 12' 17.29"" W",Alferez Fap David Figueroa Fernandini Airport PE
SPOA,"6° 57' 36.11"" S","76° 46' 6.25"" W",Saposoa Airport PE
SPOV,"11° 53' 60.00"" S","69° 10' 1.20"" W",Shiringayoc/Hacienda Hda Mejia Airport PE
SPPY,"6° 12' 6.52"" S","77° 51' 21.97"" W",Chachapoyas Airport PE
SPQN,"5° 4' 1.20"" S","73° 52' 1.19"" W",Requena Airport PE
SPQT,"3° 47' 5.06"" S","73° 18' 31.68"" W",Crnl. FAP Francisco Secada Vignetta International Airport PE
SPQU,"16° 20' 27.96"" S","71° 34' 59.16"" W",Rodriguez Ballon International Airport PE
SPRU,"8° 4' 53.08"" S","79° 6' 31.69"" W",Cap. FAP Carlos Martínez de Pinillos International Airport PE
SPSF,"6° 37' 0.05"" S","77° 46' 0.12"" W",San Francisco Airport PE
SPSO,"13° 44' 41.64"" S","76° 13' 13.08"" W",Capitán FAP Renán Elías Olivera International Airport PE
SPST,"6° 30' 31.46"" S","76° 22' 23.52"" W",Cadete FAP Guillermo Del Castillo Paredes Airport PE
SPSY,"11° 52' 59.88"" S","69° 11' 59.99"" W",Shiringayoc Airport PE
SPTN,"18° 3' 11.88"" S","70° 16' 32.89"" W",Coronel FAP Carlos Ciriani Santa Rosa International Airport PE
SPTU,"12° 36' 48.96"" S","69° 13' 42.96"" W",Puerto Maldonado International Airport PE
SPUR,"5° 12' 20.70"" S","80° 36' 59.05"" W",Piura Airport PE
SPYL,"4° 34' 35.90"" S","81° 15' 14.75"" W",Capitan Montes Airport PE
SPZA,"14° 51' 14.40"" S","74° 57' 41.41"" W",Maria Reiche Neuman Airport PE
SPZO,"13° 32' 8.52"" S","71° 56' 19.67"" W",Alejandro Velasco Astete International Airport PE
SSAP,"23° 36' 34.24"" S","51° 23' 4.15"" W",Apucarana Airport BR
SSBL,"26° 49' 50.32"" S","49° 5' 25.13"" W",Blumenau Airport BR
SSCK,"27° 10' 50.20"" S","52° 3' 9.80"" W",Concordia Airport BR
SSCN,"29° 22' 12.72"" S","50° 49' 55.20"" W",Canela Airport BR
SSCP,"23° 9' 9.39"" S","50° 36' 10.15"" W",Cornelio Procopio Airport BR
SSDO,"22° 12' 6.84"" S","54° 55' 35.77"" W",Dourados Airport BR
SSER,"27° 39' 43.00"" S","52° 16' 6.00"" W",Aeroporto de Erechim BR
SSFB,"26° 3' 33.12"" S","53° 3' 48.60"" W",Francisco Beltrão Airport BR
SSGY,"24° 4' 51.96"" S","54° 11' 30.12"" W",Guaíra Airport BR
SSIJ,"28° 22' 7.32"" S","53° 50' 47.76"" W",Ijuí Airport BR
SSIQ,"29° 10' 23.16"" S","56° 32' 12.12"" W",Itaqui Airport BR
SSJA,"27° 10' 17.04"" S","51° 33' 11.88"" W",Santa Terezinha Airport BR
SSKM,"24° 0' 33.12"" S","52° 21' 24.48"" W",Campo Mourão Airport BR
SSKS,"30° 0' 6.84"" S","52° 56' 26.88"" W",Cachoeira do Sul Airport BR
SSKU,"27° 16' 57.00"" S","50° 36' 41.04"" W",Curitibanos Airport BR
SSKZ,"28° 19' 21.00"" S","52° 48' 58.32"" W",Carazinho Airport BR
SSLT,"29° 48' 45.72"" S","55° 53' 36.23"" W",Alegrete Federal Airport BR
SSMF,"26° 9' 32.04"" S","49° 49' 55.92"" W",Mafra Airport BR
SSNG,"29° 43' 9.84"" S","51° 29' 21.84"" W",Montenegro Airport BR
SSNH,"29° 41' 45.96"" S","51° 4' 54.12"" W",Novo Hamburgo Airport BR
SSOE,"26° 46' 53.76"" S","53° 30' 12.61"" W",São Miguel do Oeste Airport BR
SSOG,"23° 21' 10.28"" S","51° 29' 29.96"" W",Arapongas Airport BR
SSPB,"26° 13' 4.08"" S","52° 41' 39.49"" W",Pato Branco Airport BR
SSPG,"25° 32' 24.36"" S","48° 31' 52.32"" W",Paranaguá Airport BR
SSPI,"23° 5' 23.64"" S","52° 29' 18.60"" W",Paranavaí Airport BR
SSPN,"19° 39' 4.32"" S","51° 11' 57.85"" W",Paranaíba Airport BR
SSQT,"24° 48' 27.00"" S","49° 57' 37.08"" W",Castro Airport BR
SSRU,"31° 22' 59.88"" S","52° 1' 58.08"" W",São Lourenço do Sul Airport BR
SSSB,"28° 39' 17.64"" S","56° 2' 4.56"" W",São Borja Airport BR
SSSC,"29° 41' 2.76"" S","52° 24' 43.92"" W",Santa Cruz do Sul Airport BR
SSUM,"23° 47' 55.32"" S","53° 18' 49.68"" W",Umuarama Airport BR
SSUV,"26° 14' 0.07"" S","51° 4' 4.19"" W",União da Vitória Airport BR
SSVI,"26° 59' 58.92"" S","51° 8' 30.84"" W",Videira Airport BR
SSVP,"33° 30' 8.01"" S","53° 20' 39.00"" W",Santa Vitória do Palmar Airport BR
SSXX,"26° 52' 32.01"" S","52° 22' 23.00"" W",Xanxerê Airport BR
SSYA,"24° 6' 13.95"" S","49° 47' 20.68"" W",Arapoti Airport BR
SSZR,"27° 54' 24.12"" S","54° 31' 13.44"" W",Santa Rosa Airport BR
SSZW,"25° 11' 4.92"" S","50° 8' 38.76"" W",Ponta Grossa Airport BR
SUAG,"30° 24' 2.52"" S","56° 30' 28.44"" W",Artigas International Airport UY
SUCA,"34° 27' 23.05"" S","57° 46' 14.16"" W",Laguna de Los Patos International Airport UY
SUCM,"33° 57' 58.00"" S","58° 19' 31.01"" W",Carmelo International Airport UY
SUDU,"33° 21' 32.03"" S","56° 29' 57.12"" W",Santa Bernardina International Airport UY
SULS,"34° 51' 18.36"" S","55° 5' 39.48"" W",Capitan Corbeta CA Curbelo International Airport UY
SUME,"33° 15' 0.00"" S","58° 4' 1.20"" W",Ricardo de Tomasi International Airport UY
SUMO,"32° 20' 16.43"" S","54° 13' 0.13"" W",Cerro Largo International Airport UY
SUMU,"34° 50' 18.25"" S","56° 1' 50.88"" W",Carrasco International Airport UY
SUPE,"34° 55' 1.20"" S","54° 55' 1.20"" W",El Jaguel / Punta del Este Airport UY
SUPU,"32° 21' 47.88"" S","58° 3' 42.84"" W",Tydeo Larre Borges Airport UY
SURV,"30° 58' 28.56"" S","55° 28' 34.32"" W",Presidente General Don Oscar D. Gestido International Airport UY
SUSO,"31° 26' 18.60"" S","57° 59' 7.07"" W",Nueva Hesperides International Airport UY
SUTB,"31° 44' 56.40"" S","55° 55' 32.88"" W",Tacuarembo Airport UY
SUTR,"33° 12' 0.00"" S","54° 20' 59.99"" W",Treinta y Tres Airport UY
SUVO,"31° 46' 1.20"" S","54° 37' 1.20"" W",Vichadero Airport UY
SVAC,"9° 33' 12.15"" N","69° 14' 16.33"" W",Oswaldo Guevara Mujica Airport VE
SVAN,"9° 25' 48.81"" N","64° 28' 14.61"" W",Anaco Airport VE
SVAS,"6° 34' 40.98"" N","66° 49' 0.85"" W",Armando Schwarck Airport VE
SVBC,"10° 6' 25.56"" N","64° 41' 21.12"" W",Generál José Antonio Anzoátegui International Airport VE
SVBI,"8° 37' 10.45"" N","70° 13' 14.89"" W",Barinas Airport VE
