ICAO,Latitude,Longitude,Name
ULU,"2° 48' 20.02"" N","32° 16' 18.48"" E",Gulu Airport (Uganda)
ULV,"54° 16' 5.88"" N","48° 13' 36.12"" E",Ulyanovsk Baratayevka Airport (Russian Federation)
ULWU,"60° 47' 17.88"" N","46° 15' 35.99"" E",Velikiy Ustyug Airport (Russian Federation)
ULWW,"59° 16' 57.00"" N","39° 56' 39.84"" E",Vologda Airport (Russian Federation)
ULY,"54° 24' 3.60"" N","48° 48' 9.72"" E",Ulyanovsk Vostochny Airport (Russian Federation)
UMA,"20° 15' 2.16"" N","74° 9' 1.79"" W",Punta de Maisi Airport (Cuba)
UMBB,"52° 6' 29.88"" N","23° 53' 53.16"" E",Brest Airport (Russian Federation)
UME,"63° 47' 30.49"" N","20° 16' 58.08"" E",Alvik Airport (Sweden)
UMGG,"52° 31' 37.20"" N","31° 1' 0.12"" E",Gomel Airport (Belarus)
UMI,"13° 13' 59.88"" S","70° 45' 11.89"" W",Quince Air Base (Peru)
UMII,"55° 7' 35.40"" N","30° 20' 58.56"" E",Vitebsk East Airport (Belarus)
UMKK,"54° 53' 24.00"" N","20° 35' 33.36"" E",Khrabrovo Airport (Russian Federation)
UMM,"63° 19' 53.40"" N","149° 7' 37.20"" W",Summit Airport (Alaska) (United States)
UMMG,"53° 36' 7.20"" N","24° 3' 13.68"" E",Hrodna Airport (Belarus)
UMMM,"53° 51' 52.19"" N","27° 32' 22.92"" E",Minsk-1 Airport (Russian Federation)
UMMS,"53° 52' 57.00"" N","28° 1' 50.52"" E",Minsk International Airport (Minsk-2) (Russian Federation)
UMOO,"53° 57' 17.64"" N","30° 5' 42.36"" E",Mogilev Airport (Belarus)
UMP,"39° 56' 6.59"" N","86° 2' 41.89"" W",Indianapolis Metropolitan Airport (United States)
UMR,"31° 8' 39.12"" S","136° 49' 1.20"" E",Woomera Airfield (Australia)
UMT,"69° 22' 15.96"" N","152° 8' 9.61"" W",Umiat Airport (United States)
UMU,"23° 47' 55.32"" S","53° 18' 49.68"" W",Umuarama Airport (Brazil)
UMY,"50° 51' 29.88"" N","34° 45' 45.00"" E",Sumy Airport (Ukraine)
UNA,"15° 21' 18.72"" S","38° 59' 56.40"" W",Hotel Transamérica Airport (Brazil)
UNAA,"53° 44' 24.01"" N","91° 23' 6.01"" E",Abakan Airport (Russian Federation)
UNBB,"53° 21' 49.68"" N","83° 32' 18.59"" E",Barnaul Airport (Russian Federation)
UND,"36° 39' 54.36"" N","68° 54' 38.87"" E",Kunduz Airport (Afghanistan)
UNE,"30° 6' 42.12"" S","28° 40' 18.84"" E",Qacha's Nek Airport (Lesotho)
UNEE,"55° 16' 12.36"" N","86° 6' 25.92"" E",Kemerovo Airport (Russian Federation)
UNG,"6° 7' 32.56"" S","141° 16' 55.19"" E",Kiunga Airport (Papua New Guinea)
UNI,"12° 36' 0.49"" N","61° 24' 43.00"" W",Union Island Airport (Saint Vincent and the Grenadines)
UNII,"58° 28' 27.12"" N","92° 6' 45.01"" E",Yeniseysk Airport (Russian Federation)
UNK,"63° 53' 18.24"" N","160° 47' 56.39"" W",Unalakleet Airport (United States)
UNKL,"56° 10' 22.44"" N","92° 29' 35.89"" E",Krasnoyarsk Yemelyanovo Airport (Russian Federation)
UNKS,"56° 16' 5.88"" N","90° 34' 14.88"" E",Achinsk Airport (Russian Federation)
UNKY,"51° 40' 9.84"" N","94° 24' 2.15"" E",Kyzyl Airport (Russian Federation)
UNN,"9° 46' 39.43"" N","98° 35' 7.81"" E",Ranong Airport (Thailand)
UNNT,"55° 0' 45.36"" N","82° 39' 2.53"" E",Novosibirsk Tolmachevo Airport (Russian Federation)
UNOO,"54° 58' 1.20"" N","73° 18' 37.80"" E",Omsk Airport (Russian Federation)
UNT,"60° 44' 49.92"" N","0° 51' 13.86"" W",Unst Airport (United Kingdom)
UNTT,"56° 22' 49.08"" N","85° 12' 29.87"" E",Bogashevo Airport (Russian Federation)
UNU,"43° 25' 35.40"" N","88° 42' 13.80"" W",Dodge County Airport (United States)
UNWW,"53° 48' 41.04"" N","86° 52' 37.91"" E",Novokuznetsk Spichenkovo Airport (Prokopyevsk Southeast) (Russian Federation)
UODD,"73° 31' 4.11"" N","80° 22' 46.81"" E",Dikson Airport (Russian Federation)
UOHH,"71° 58' 41.17"" N","102° 29' 27.59"" E",Khatanga Airport (Russian Federation)
UOII,"67° 26' 13.93"" N","86° 37' 18.85"" E",Igarka Airport (Russian Federation)
UOL,"1° 9' 32.58"" N","121° 25' 40.81"" E",Buol Airport (Indonesia)
UOOO,"69° 18' 39.95"" N","87° 19' 55.92"" E",Norilsk Alykel Airport (Russian Federation)
UOS,"35° 12' 18.53"" N","85° 53' 53.33"" W",Franklin County Airport (United States)
UOX,"34° 23' 3.56"" N","89° 32' 12.50"" W",University-Oxford Airport (United States)
UPB,"23° 1' 58.08"" N","82° 34' 45.84"" W",Playa Baracoa Airport (Cuba)
UPG,"5° 3' 41.87"" S","119° 33' 14.40"" E",Hasanuddin International Airport (Indonesia)
UPL,"10° 53' 31.92"" N","85° 0' 58.31"" W",Upala Airport (Costa Rica)
UPN,"19° 23' 48.12"" N","102° 2' 20.41"" W",Lic. y Gen. Ignacio López Rayón International Airport (Mexico)
UPP,"20° 15' 55.08"" N","155° 51' 36.00"" W",Upolu Airport (United States)
URA,"51° 9' 2.88"" N","51° 32' 35.15"" E",Oral Ak Zhol Airport (Kazakhstan)
URC,"43° 54' 25.56"" N","87° 28' 27.11"" E",Diwopu Airport (China)
URE,"58° 13' 47.64"" N","22° 30' 34.20"" E",Kuressaare Airport (Estonia)
URG,"29° 46' 55.92"" S","57° 2' 17.52"" W",Aeroporto Internacional Rubem Berta (Brazil)
URJ,"60° 6' 11.87"" N","64° 49' 36.11"" E",Uray Airport (Russian Federation)
URKA,"45° 0' 7.57"" N","37° 20' 50.29"" E",Vityazevo Airport (Russian Federation)
URKE,"46° 40' 48.00"" N","38° 12' 36.00"" E",Yeysk Airport (Russian Federation)
URKG,"44° 34' 55.53"" N","38° 0' 44.93"" E",Gelendzhik Airport (Russian Federation)
URKK,"45° 2' 4.91"" N","39° 10' 13.81"" E",Pashkovsky Airport (Russian Federation)
URM,"5° 19' 60.00"" N","62° 45' 60.00"" W",Uriman Airport (Venezuela)
URMG,"43° 23' 17.89"" N","45° 41' 54.96"" E",Grozny North Airport (Russian Federation)
URML,"42° 49' 0.48"" N","47° 39' 8.29"" E",Uytash airport (Russian Federation)
URMM,"44° 13' 30.37"" N","43° 4' 54.85"" E",Mineralnye Vody Airport (Russian Federation)
URMN,"43° 30' 46.44"" N","43° 38' 11.76"" E",Nalchik Airport (Russian Federation)
URMO,"43° 12' 18.36"" N","44° 36' 23.77"" E",Beslan Airport (Russian Federation)
URMS,"43° 19' 20.28"" N","45° 0' 45.36"" E",Magas Airport (Russian Federation)
URMT,"45° 6' 33.12"" N","42° 6' 46.08"" E",Stavropol Shpakovskoye Airport (Russian Federation)
URO,"49° 23' 3.12"" N","1° 10' 29.28"" E",Rouen Airport (France)
URR,"6° 19' 43.79"" N","76° 8' 33.00"" W",Urrao Airport (Colombia)
URRR,"47° 15' 29.53"" N","39° 49' 5.16"" E",Rostov-on-Don Airport (Russian Federation)
URS,"51° 45' 2.16"" N","36° 17' 44.16"" E",Kursk East Airport (Russian Federation)
URSS,"43° 26' 59.65"" N","39° 57' 23.76"" E",Sochi International Airport (Russian Federation)
URT,"9° 7' 57.36"" N","99° 8' 8.15"" E",Surat Thani Airport (Thailand)
URWA,"46° 16' 59.87"" N","48° 0' 22.69"" E",Narimanovo Airport (Russian Federation)
URWI,"46° 22' 26.04"" N","44° 19' 51.23"" E",Elista Airport (Russian Federation)
URWW,"48° 46' 57.00"" N","44° 20' 43.80"" E",Gumrak Airport (Russian Federation)
URY,"31° 24' 42.84"" N","37° 16' 46.20"" E",Guriat Domestic Airport (Saudi Arabia)
USCC,"55° 18' 20.89"" N","61° 30' 11.88"" E",Chelyabinsk Balandino Airport (Russian Federation)
USCM,"53° 23' 35.16"" N","58° 45' 20.52"" E",Magnitogorsk Airport (Russian Federation)
USDD,"66° 35' 26.87"" N","66° 36' 39.60"" E",Salekhard Airport (Russian Federation)
USDK,"68° 28' 58.81"" N","73° 34' 1.20"" E",Mys Kamenny Airport (Russian Federation)
USDU,"65° 57' 36.00"" N","78° 26' 13.19"" E",Urengoy Airport (Russian Federation)
USE,"41° 36' 36.50"" N","84° 7' 37.90"" W",Fulton County Airport (United States)
USH,"54° 50' 35.88"" S","68° 17' 44.88"" W",Ushuaia - Malvinas Argentinas International Airport (Argentina)
USHB,"63° 55' 15.61"" N","65° 1' 49.81"" E",Berezovo Airport (Russian Federation)
USHH,"61° 1' 42.60"" N","69° 5' 9.95"" E",Khanty-Mansiysk Airport (Russian Federation)
USHI,"63° 11' 55.68"" N","64° 26' 21.48"" E",Igrim Airport (Russian Federation)
USHN,"62° 6' 36.00"" N","65° 36' 53.99"" E",Nyagan Airport (Russian Federation)
USHS,"61° 19' 35.84"" N","63° 36' 6.89"" E",Sovetskiy Airport (Russian Federation)
USHU,"60° 6' 11.87"" N","64° 49' 36.11"" E",Uray Airport (Russian Federation)
USI,"8° 11' 60.00"" N","59° 46' 59.87"" W",Mabaruma Airport (Guyana)
USII,"56° 49' 41.15"" N","53° 27' 27.00"" E",Izhevsk Airport (Russian Federation)
USK,"66° 0' 16.92"" N","57° 22' 1.92"" E",Usinsk Airport (Russian Federation)
USKK,"58° 30' 11.88"" N","49° 20' 53.88"" E",Pobedilovo Airport (Russian Federation)
USL,"26° 10' 0.12"" S","113° 24' 0.01"" E",Useless Loop Airport (Australia)
USM,"9° 32' 52.04"" N","100° 3' 43.19"" E",Samui Airport (Thailand)
USMM,"65° 28' 51.25"" N","72° 41' 56.03"" E",Nadym Airport (Russian Federation)
USMU,"66° 4' 9.83"" N","76° 31' 13.09"" E",Novy Urengoy Airport (Russian Federation)
USN,"35° 35' 36.59"" N","129° 21' 7.22"" E","Ulsan Airport (Korea, Republic of (South Korea))"
USNN,"60° 56' 57.48"" N","76° 29' 0.95"" E",Nizhnevartovsk Airport (Russian Federation)
USPP,"57° 54' 52.20"" N","56° 1' 16.31"" E",Bolshoye Savino Airport (Russian Federation)
USQ,"38° 40' 53.40"" N","29° 28' 18.12"" E",U?ak Airport (Turkey)
USRK,"62° 11' 25.44"" N","74° 32' 1.67"" E",Kogalym Airport (Russian Federation)
USRN,"61° 6' 29.88"" N","72° 39' 0.01"" E",Nefteyugansk Airport (Russian Federation)
USRO,"63° 10' 59.88"" N","75° 16' 11.99"" E",Noyabrsk Airport (Russian Federation)
USRR,"61° 20' 37.32"" N","73° 24' 6.49"" E",Surgut Airport (Russian Federation)
USS,"21° 58' 13.44"" N","79° 26' 33.73"" W",Sancti Spiritus Airport (Cuba)
USSS,"56° 44' 35.16"" N","60° 48' 9.72"" E",Koltsovo International Airport (Russian Federation)
UST,"29° 57' 33.30"" N","81° 20' 23.00"" W",St. Augustine Airport (United States)
USTO,"58° 8' 8.88"" N","68° 13' 54.85"" E",Tobolsk Airport (Russian Federation)
USTR,"57° 11' 22.57"" N","65° 19' 27.49"" E",Roschino Airport (Russian Federation)
USU,"12° 7' 17.40"" N","120° 5' 59.99"" E",Francisco B. Reyes Airport (Philippines)
USUU,"55° 28' 31.08"" N","65° 24' 56.17"" E",Kurgan Airport (Russian Federation)
UTA,"34° 41' 6.22"" N","90° 20' 52.03"" W",Tunica Municipal Airport (United States)
UTAA,"37° 59' 12.48"" N","58° 21' 39.60"" E",Ashgabat Airport (Turkmenistan)
UTAK,"40° 3' 47.88"" N","53° 0' 25.91"" E",Turkmenbashi Airport (Turkmenistan)
UTAM,"37° 37' 9.84"" N","61° 53' 48.13"" E",Mary Airport (Turkmenistan)
UTAT,"41° 45' 39.96"" N","59° 49' 36.11"" E",Daşoguz Airport (Turkmenistan)
UTAV,"39° 4' 59.89"" N","63° 36' 47.88"" E",Turkmenabat Airport (Turkmenistan)
UTB,"22° 34' 59.88"" S","144° 31' 58.82"" E",Muttaburra Airport (Australia)
UTDD,"38° 32' 35.88"" N","68° 49' 29.99"" E",Dushanbe Airport (Tajikistan)
UTDK,"37° 59' 17.15"" N","69° 48' 18.00"" E",Kulob Airport (Tajikistan)
UTDL,"40° 12' 55.44"" N","69° 41' 40.93"" E",Khudzhand Airport (Tajikistan)
UTDT,"37° 51' 59.05"" N","68° 51' 52.92"" E",Qurghonteppa International Airport (Tajikistan)
UTE,"32° 19' 7.69"" S","28° 8' 14.64"" E",Butterworth Airport (South Africa)
UTG,"30° 24' 27.00"" S","27° 41' 35.88"" E",Quthing Airport (Lesotho)
UTH,"17° 23' 11.04"" N","102° 47' 16.81"" E",Udon Thani Airport (Thailand)
UTI,"60° 53' 47.04"" N","26° 56' 18.24"" E",Utti Air Base (Finland)
UTKA,"40° 43' 39.72"" N","72° 17' 38.40"" E",Andizhan Airport (Uzbekistan)
UTKF,"40° 21' 31.68"" N","71° 44' 42.01"" E",Fergana Airport (Uzbekistan)
UTKN,"40° 59' 4.56"" N","71° 33' 24.13"" E",Namangan Airport (Uzbekistan)
UTN,"28° 23' 56.76"" S","21° 15' 36.72"" E",Upington Airport (South Africa)
UTNN,"42° 29' 18.24"" N","59° 37' 23.88"" E",Nukus Airport (Uzbekistan)
UTNU,"41° 35' 3.48"" N","60° 38' 30.12"" E",Urgench Airport (Uzbekistan)
UTO,"65° 59' 34.07"" N","153° 42' 14.38"" W",Indian Mountain LRRS (United States)
UTP,"12° 40' 47.64"" N","101° 0' 17.99"" E",U-Tapao International Airport (Thailand)
UTR,"17° 37' 1.20"" N","100° 5' 59.99"" E",Uttaradit Airport (Thailand)
UTS,"65° 26' 14.26"" N","52° 12' 1.21"" E",Ust-Tsylma Airport (Russian Federation)
UTSA,"40° 7' 1.92"" N","65° 10' 14.88"" E",Navoi Airport (Uzbekistan)
UTSB,"39° 46' 30.01"" N","64° 28' 59.88"" E",Bukhara Airport (Uzbekistan)
UTSL,"38° 50' 0.96"" N","65° 55' 17.40"" E",Karshi Khanabad Airport (Uzbekistan)
UTSN,"41° 36' 50.04"" N","64° 13' 59.52"" E",Sugraly Airport (Uzbekistan)
UTSS,"39° 42' 1.80"" N","66° 59' 1.69"" E",Samarkand Airport (Uzbekistan)
UTST,"37° 17' 12.12"" N","67° 18' 35.99"" E",Termez Airport (Uzbekistan)
UTT,"31° 32' 52.44"" S","28° 40' 27.48"" E",K. D. Matanzima Airport (South Africa)
UTTT,"41° 15' 28.44"" N","69° 16' 52.31"" E",Yuzhny Airport (Uzbekistan)
UTW,"31° 55' 12.72"" S","26° 52' 55.92"" E",Queenstown Airport (South Africa)
UUA,"54° 38' 24.00"" N","52° 48' 6.12"" E",Bugulma Airport (Russian Federation)
UUBA,"57° 47' 48.85"" N","41° 1' 9.85"" E",Kostroma Sokerkino Airport (Russian Federation)
UUBB,"55° 37' 1.92"" N","38° 3' 36.00"" E",Bykovo Airport (Russian Federation)
UUBI,"56° 56' 21.84"" N","40° 56' 26.88"" E",Ivanovo South Airport (Russian Federation)
UUBK,"58° 6' 15.11"" N","38° 55' 45.85"" E",Staroselye Airport (Russian Federation)
UUBP,"53° 12' 51.12"" N","34° 10' 35.04"" E",Briansk Airport (Russian Federation)
UUBS,"54° 44' 42.00"" N","32° 3' 54.00"" E",Smolensk South Airport (Russian Federation)
UUBW,"55° 33' 11.88"" N","38° 9' 0.01"" E",Zhukovsky International Airport (Russian Federation)
UUD,"51° 48' 28.08"" N","107° 26' 16.81"" E",Ulan-Ude Airport (Mukhino) (Russian Federation)
UUDD,"55° 24' 31.67"" N","37° 54' 22.68"" E",Moscow Domodedovo Airport (Russian Federation)
UUDL,"57° 33' 38.52"" N","40° 9' 26.63"" E",Yaroslavl Airport (Russian Federation)
UUEE,"55° 58' 21.36"" N","37° 24' 52.56"" E",Sheremetyevo International Airport (Russian Federation)
UUEM,"56° 49' 28.92"" N","35° 45' 27.73"" E",Mialovo Airport (Russian Federation)
UUII,"52° 16' 5.00"" N","104° 23' 20.00"" E",Irkutsk International Airport (Russian Federation)
UUN,"46° 39' 37.08"" N","113° 17' 6.01"" E",Baruun Urt Airport (Mongolia)
UUO,"61° 45' 15.12"" N","150° 3' 7.21"" W",Willow Airport (United States)
UUOB,"50° 38' 37.68"" N","36° 35' 24.36"" E","Belgorod, Russia (Russian Federation)"
UUOK,"51° 45' 2.16"" N","36° 17' 44.16"" E",Kursk East Airport (Russian Federation)
UUOL,"52° 42' 10.08"" N","39° 32' 16.08"" E",Lipetsk Airport (Russian Federation)
UUOO,"51° 48' 51.12"" N","39° 13' 46.56"" E",Voronezh International Airport (Russian Federation)
UUOR,"52° 56' 4.92"" N","36° 0' 7.92"" E",Oryol Yuzhny Airport (Russian Federation)
UUOT,"52° 48' 21.96"" N","41° 28' 58.08"" E",Donskoye Airport (Russian Federation)
UUS,"46° 53' 19.31"" N","142° 43' 4.81"" E",Yuzhno-Sakhalinsk Airport (Russian Federation)
UUU,"41° 31' 56.78"" N","71° 16' 53.56"" W",Newport State Airport (Rhode Island) (United States)
UUV,"38° 14' 0.50"" N","91° 9' 51.40"" W",Sullivan Regional Airport (United States)
UUWR,"54° 33' 21.24"" N","39° 51' 18.73"" E",Turlatovo Airport (Russian Federation)
UUWW,"55° 35' 29.40"" N","37° 15' 41.40"" E",Vnukovo International Airport (Russian Federation)
UUYH,"63° 34' 0.83"" N","53° 48' 16.92"" E",Ukhta Airport (Russian Federation)
UUYI,"66° 3' 17.40"" N","60° 6' 37.16"" E",Inta Airport (Russian Federation)
UUYP,"65° 7' 15.96"" N","57° 7' 50.87"" E",Pechora Airport (Russian Federation)
UUYS,"66° 0' 16.92"" N","57° 22' 1.92"" E",Usinsk Airport (Russian Federation)
UUYW,"67° 29' 18.97"" N","63° 59' 35.16"" E",Vorkuta Airport (Russian Federation)
UUYX,"65° 26' 14.26"" N","52° 12' 1.21"" E",Ust-Tsylma Airport (Russian Federation)
UUYY,"61° 38' 49.20"" N","50° 50' 42.36"" E",Syktyvkar Airport (Russian Federation)
UVA,"29° 12' 40.80"" N","99° 44' 36.90"" W",Garner Field (United States)
UVE,"20° 38' 26.16"" S","166° 34' 22.79"" E",Ouvéa Airport (New Caledonia)
UVF,"13° 43' 59.52"" N","60° 57' 9.36"" W",Hewanorra International Airport (Saint Lucia)
UVL,"25° 28' 24.96"" N","30° 35' 26.52"" E",El Kharga Airport (Egypt)
UWGG,"56° 13' 48.36"" N","43° 47' 2.40"" E",Strigino Airport (Russian Federation)
UWKB,"54° 38' 24.00"" N","52° 48' 6.12"" E",Bugulma Airport (Russian Federation)
UWKD,"55° 36' 22.32"" N","49° 16' 43.33"" E",Kazan International Airport (Russian Federation)
UWKE,"55° 33' 52.92"" N","52° 5' 33.00"" E",Begishevo Airport (Russian Federation)
UWKJ,"56° 42' 2.16"" N","47° 54' 16.92"" E",Yoshkar-Ola Airport (Russian Federation)
UWKS,"56° 5' 25.09"" N","47° 20' 50.29"" E",Cheboksary Airport (Russian Federation)
UWL,"39° 52' 33.07"" N","85° 19' 35.28"" W",New Castle-Henry County Municipal Airport (United States)
UWLL,"54° 16' 5.88"" N","48° 13' 36.12"" E",Ulyanovsk Baratayevka Airport (Russian Federation)
UWLW,"54° 24' 3.60"" N","48° 48' 9.72"" E",Ulyanovsk Vostochny Airport (Russian Federation)
UWOO,"51° 47' 44.88"" N","55° 27' 24.12"" E",Orenburg Tsentralny Airport (Russian Federation)
UWOR,"51° 4' 20.99"" N","58° 35' 44.16"" E",Orsk Airport (Russian Federation)
UWPP,"53° 6' 38.16"" N","45° 1' 15.96"" E",Penza Airport (Russian Federation)
UWPS,"54° 7' 30.47"" N","45° 12' 44.13"" E",Saransk Airport (Russian Federation)
UWSB,"51° 51' 29.88"" N","47° 44' 44.17"" E",Balakovo Airport (Russian Federation)
UWSS,"51° 33' 54.00"" N","46° 2' 48.12"" E",Saratov Tsentralny Airport (Russian Federation)
UWUB,"53° 56' 17.16"" N","58° 20' 24.00"" E",Beloretsk Airport (Russian Federation)
UWUF,"56° 6' 24.84"" N","54° 20' 49.91"" E",Neftekamsk Airport (Russian Federation)
UWUK,"54° 26' 24.00"" N","53° 23' 17.89"" E",Oktyabrskiy Airport (Russian Federation)
UWUU,"54° 33' 27.00"" N","55° 52' 27.84"" E",Ufa Airport (Russian Federation)
UWWW,"53° 30' 17.65"" N","50° 9' 51.48"" E",Kurumoch International Airport (Russian Federation)
UYF,"39° 55' 57.80"" N","83° 27' 43.20"" W",Madison County Airport (United States)
UYL,"12° 3' 12.60"" N","24° 57' 22.32"" E",Nyala Airport (Sudan)
UYN,"38° 16' 9.12"" N","109° 43' 51.61"" E",Yulin Airport (China)
UYU,"20° 26' 46.68"" S","66° 50' 54.23"" W",Uyuni Airport (Bolivia)
UZA,"34° 59' 16.20"" N","81° 3' 25.80"" W",Rock Hill/York County Airport (Bryant Field) (United States)
UZC,"43° 53' 56.04"" N","19° 41' 51.72"" E",Ponikve Airport (Serbia)
UZU,"29° 46' 14.16"" S","57° 58' 44.04"" W",Curuzu Cuatia Airport (Argentina)
VA1P,"20° 42' 47.16"" N","70° 55' 15.95"" E",Diu Airport (India)
VAA,"63° 3' 2.52"" N","21° 45' 43.92"" E",Vaasa Airport (Finland)
VAAH,"23° 4' 37.92"" N","72° 38' 4.91"" E",Sardar Vallabhbhai Patel International Airport (India)
VAAK,"20° 41' 56.40"" N","77° 3' 30.96"" E",Akola Airport (India)
VAAU,"19° 51' 45.72"" N","75° 23' 53.17"" E",Aurangabad Airport (Chikkalthana Airport) (India)
VABB,"19° 5' 19.32"" N","72° 52' 4.43"" E",Chhatrapati Shivaji Maharaj International Airport (India)
VABI,"21° 59' 18.24"" N","82° 6' 39.60"" E",Bilaspur Airport (India)
VABJ,"23° 17' 16.08"" N","69° 40' 12.71"" E",Bhuj Airport / Bhuj Rudra Mata Air Force Base (India)
VABO,"22° 20' 10.32"" N","73° 13' 34.69"" E",Vadodara Airport (India)
VABP,"23° 17' 15.00"" N","77° 20' 14.65"" E",Bhopal Airport (India)
VABV,"21° 45' 7.92"" N","72° 11' 6.73"" E",Bhavnagar Airport (India)
VAC,"52° 54' 30.00"" N","8° 2' 26.00"" E",Varrelbusch Airport (Germany)
VAD,"30° 58' 4.20"" N","83° 11' 34.80"" W",Moody AFB (United States)
VADN,"20° 26' 3.84"" N","72° 50' 35.52"" E",Daman Airport (India)
VAF,"44° 55' 17.76"" N","4° 58' 11.64"" E",Valence-Chabeuil Airport (France)
VAG,"21° 35' 24.36"" S","45° 28' 23.88"" W",Major Brigadeiro Trompowsky Airport (Brazil)
VAGN,"24° 39' 16.92"" N","77° 20' 50.27"" E",Guna Airport (India)
VAGO,"15° 22' 50.88"" N","73° 49' 53.03"" E",Dabolim Airport (India)
VAH,"18° 28' 57.00"" S","64° 5' 57.85"" W",Capitán Av. Vidal Villagomez Toledo Airport (Bolivia)
VAHB,"15° 21' 42.12"" N","75° 5' 5.64"" E",Hubli Airport (India)
VAI,"2° 41' 49.81"" S","141° 18' 7.21"" E",Vanimo Airport (Papua New Guinea)
VAID,"22° 43' 18.48"" N","75° 48' 3.97"" E",Devi Ahilyabai Holkar International Airport (India)
VAJB,"23° 10' 40.08"" N","80° 3' 7.21"" E",Jabalpur Airport (India)
VAJM,"22° 27' 55.80"" N","70° 0' 45.37"" E",Jamnagar Airport (India)
VAK,"61° 32' 27.24"" N","165° 36' 1.80"" W",Chevak Airport (United States)
VAKE,"23° 6' 45.72"" N","70° 6' 1.09"" E",Kandla Airport (Gandhidham Airport) (India)
VAKJ,"24° 49' 1.92"" N","79° 55' 6.97"" E",Khajuraho Airport (India)
VAKP,"16° 39' 52.92"" N","74° 17' 21.83"" E",Kolhapur Airport (India)
VAKS,"21° 19' 1.56"" N","70° 16' 13.44"" E",Junagadh Airport (Keshod Airport) (India)
VAL,"13° 17' 47.40"" S","38° 59' 32.64"" W",Valença Airport (Brazil)
VALT,"18° 24' 41.40"" N","76° 27' 52.92"" E",Murod Kond Airport (India)
VAM,"3° 28' 14.00"" N","72° 50' 9.00"" E",Villa Airport (Maldives)
VAN,"38° 28' 5.52"" N","43° 19' 56.27"" E",Ferit Melen Airport (Turkey)
VAND,"19° 10' 59.88"" N","77° 19' 0.13"" E",Nanded Airport (India)
VANP,"21° 5' 31.92"" N","79° 2' 49.93"" E",Dr. Babasaheb Ambedkar International Airport (India)
VANR,"19° 57' 49.32"" N","73° 48' 27.37"" E",Gandhinagar Airport (India)
VAO,"7° 35' 8.02"" S","158° 43' 51.61"" E",Suavanao Airport (Solomon Islands)
VAP,"33° 4' 5.16"" S","71° 33' 27.01"" W",Rodelillo Airport (Chile)
VAPO,"18° 34' 55.56"" N","73° 55' 10.92"" E",Pune International Airport (India)
VAPR,"21° 38' 55.32"" N","69° 39' 25.93"" E",Porbandar Airport (India)
VAR,"43° 13' 55.57"" N","27° 49' 30.36"" E",Varna Airport (Bulgaria)
VARG,"17° 0' 48.96"" N","73° 19' 40.07"" E",Ratnagiri Airport (India)
VARK,"22° 18' 33.12"" N","70° 46' 46.21"" E",Rajkot Airport (India)
VARP,"21° 10' 49.44"" N","81° 44' 19.68"" E",Raipur Airport (India)
VAS,"39° 48' 49.68"" N","36° 54' 12.60"" E",Sivas Airport (Turkey)
VASL,"17° 37' 40.80"" N","75° 56' 5.28"" E",Solapur Airport (India)
VASU,"21° 6' 50.76"" N","72° 44' 30.47"" E",Surat Airport (India)
VAT,"19° 22' 60.00"" S","48° 57' 0.00"" E",Vatomandry Airport (Madagascar)
VAU,"17° 30' 0.00"" S","177° 50' 31.18"" E",Vatukoula Airport (Fiji)
VAUD,"24° 37' 3.72"" N","73° 53' 45.97"" E",Maharana Pratap Airport (India)
VAV,"18° 35' 7.08"" S","173° 57' 43.22"" W",Vava'u International Airport (Tonga)
VAW,"70° 21' 19.44"" N","31° 2' 41.64"" E","Vardø Airport, Svartnes (Norway)"
VBG,"34° 44' 14.40"" N","120° 35' 3.50"" W",Vandenberg AFB (United States)
VBS,"45° 25' 44.05"" N","10° 19' 50.16"" E",Brescia Montichiari International Airport (Italy)
VBT,"36° 20' 44.57"" N","94° 13' 9.64"" W",Bentonville Municipal Airport (Louise M. Thaden Field) (United States)
VBV,"17° 16' 8.40"" S","178° 58' 33.59"" W",Vanua Balavu Airport (Fiji)
VBW,"38° 22' 0.12"" N","78° 57' 37.07"" W",Bridgewater Air Park (United States)
VBY,"57° 39' 46.08"" N","18° 20' 46.32"" E",Visby Airport (Sweden)
VCA,"10° 5' 6.36"" N","105° 42' 43.19"" E",Tra Noc International Airport (Viet Nam)
VCB,"38° 22' 40.00"" N","121° 57' 41.70"" W",Nut Tree Airport (United States)
VCBI,"7° 10' 50.74"" N","79° 53' 2.77"" E",Bandaranaike International Airport (Sri Lanka)
VCCA,"8° 18' 5.36"" N","80° 25' 40.45"" E",Anuradhapura Airport (Sri Lanka)
VCCB,"7° 42' 20.74"" N","81° 40' 43.69"" E",Batticaloa Airport (Sri Lanka)
VCCC,"6° 49' 19.16"" N","79° 53' 10.32"" E",Ratmalana Airport (Sri Lanka)
VCCG,"7° 20' 13.49"" N","81° 37' 33.24"" E",Amparai Airport (Sri Lanka)
VCCH,"8° 2' 59.32"" N","80° 58' 53.04"" E",Hingurakgoda Air Force Base (Sri Lanka)
VCCJ,"9° 47' 32.39"" N","80° 4' 12.36"" E",Kankesanturai Airport (Sri Lanka)
VCCK,"5° 59' 37.25"" N","80° 19' 13.07"" E",Koggala Airport (Sri Lanka)
VCCS,"7° 57' 24.01"" N","80° 43' 42.60"" E",Sigiriya Air Force Base (Sri Lanka)
